idx,batch_idx,sample_idx,step,rmse,nmse
0,0,0,0,0.26846468448638916,0.029351957142353058
0,0,0,1,0.31063681840896606,0.03922589123249054
0,0,0,2,0.34732699394226074,0.04868883639574051
0,0,0,3,0.37325945496559143,0.056434862315654755
0,0,0,4,0.39199399948120117,0.06266069412231445
0,0,0,5,0.41086313128471375,0.06928768008947372
0,0,0,6,0.43111664056777954,0.0769985020160675
0,0,0,7,0.4478243291378021,0.08371563255786896
0,0,0,8,0.4620172679424286,0.08905437588691711
0,0,0,9,0.47717857360839844,0.09414979815483093
0,0,0,10,0.49244192242622375,0.09925658255815506
0,0,0,11,0.5037840008735657,0.10301260650157928
0,0,0,12,0.511414110660553,0.10542713850736618
0,0,0,13,0.5189593434333801,0.10797449946403503
0,0,0,14,0.5302868485450745,0.11213793605566025
0,0,0,15,0.543930172920227,0.1177309900522232
0,0,0,16,0.5575719475746155,0.12358236312866211
0,0,0,17,0.5681754350662231,0.12830041348934174
0,0,0,18,0.5729157328605652,0.13064663112163544
0,0,0,19,0.5757747292518616,0.1322547346353531
0,0,0,20,0.5773382782936096,0.133189395070076
0,0,0,21,0.576650857925415,0.13299831748008728
0,0,0,22,0.5747104287147522,0.13222183287143707
0,0,0,23,0.574532151222229,0.13214430212974548
0,0,0,24,0.5757254362106323,0.132654070854187
0,0,0,25,0.5771023631095886,0.13324284553527832
0,0,0,26,0.5773341655731201,0.13337968289852142
0,0,0,27,0.5759368538856506,0.1328141689300537
0,0,0,28,0.5731872916221619,0.13166199624538422
0,0,0,29,0.5695928335189819,0.13014644384384155
0,0,0,30,0.5657818913459778,0.12852628529071808
0,0,0,31,0.5625660419464111,0.12718340754508972
0,0,0,32,0.5605103969573975,0.12643197178840637
0,0,0,33,0.559575080871582,0.1261579394340515
0,0,0,34,0.5590036511421204,0.1260720044374466
0,0,0,35,0.5589261054992676,0.12608730792999268
0,0,0,36,0.5597152709960938,0.12622223794460297
0,0,0,37,0.5612449049949646,0.12651871144771576
0,0,0,38,0.5631439685821533,0.12695163488388062
0,0,0,39,0.5650638937950134,0.12739937007427216
0,0,0,40,0.566287100315094,0.12767069041728973
0,0,0,41,0.5665467977523804,0.127651646733284
0,0,0,42,0.5659626126289368,0.12731729447841644
0,0,0,43,0.5650025010108948,0.12683303654193878
0,0,0,44,0.5640273690223694,0.1263459026813507
