idx,batch_idx,sample_idx,step,value
0,0,0,0,0.0019303312292322516
0,0,0,1,0.0018848610343411565
0,0,0,2,0.002327170455828309
0,0,0,3,0.0033529093489050865
0,0,0,4,0.004410543944686651
0,0,0,5,0.005226663313806057
0,0,0,6,0.005838691256940365
0,0,0,7,0.006274454761296511
0,0,0,8,0.006483566481620073
0,0,0,9,0.006572318729013205
0,0,0,10,0.006543707102537155
0,0,0,11,0.006586000788956881
0,0,0,12,0.007331504952162504
0,0,0,13,0.008837660774588585
0,0,0,14,0.010406364686787128
0,0,0,15,0.0115822097286582
0,0,0,16,0.012258087284862995
0,0,0,17,0.012361404486000538
0,0,0,18,0.012332487851381302
0,0,0,19,0.012050658464431763
0,0,0,20,0.011717141605913639
0,0,0,21,0.011323628947138786
0,0,0,22,0.010746756568551064
0,0,0,23,0.010879233479499817
0,0,0,24,0.012209943495690823
0,0,0,25,0.01467948779463768
0,0,0,26,0.01775612123310566
0,0,0,27,0.020587041974067688
0,0,0,28,0.022907225415110588
0,0,0,29,0.025048306211829185
0,0,0,30,0.027037151157855988
0,0,0,31,0.028886787593364716
0,0,0,32,0.03075597435235977
0,0,0,33,0.03305121883749962
0,0,0,34,0.03577485308051109
0,0,0,35,0.03864151984453201
0,0,0,36,0.04122591018676758
0,0,0,37,0.04276815056800842
0,0,0,38,0.04295728728175163
0,0,0,39,0.042152997106313705
0,0,0,40,0.04082095995545387
0,0,0,41,0.039565809071063995
0,0,0,42,0.038893863558769226
0,0,0,43,0.03883292153477669
0,0,0,44,0.03967726603150368
0,0,0,45,0.0414886511862278
0,0,0,46,0.044298067688941956
0,0,0,47,0.0476967990398407
0,0,0,48,0.051065243780612946
0,0,0,49,0.05387679487466812
0,0,0,50,0.05555584281682968
0,0,0,51,0.05596029385924339
0,0,0,52,0.05572621151804924
0,0,0,53,0.055481918156147
0,0,0,54,0.055733561515808105
0,0,0,55,0.056991152465343475
0,0,0,56,0.05896476283669472
0,0,0,57,0.06157055124640465
0,0,0,58,0.06438595801591873
0,0,0,59,0.06667345017194748
0,0,0,60,0.06776413321495056
0,0,0,61,0.0670018121600151
0,0,0,62,0.06438075006008148
0,0,0,63,0.061019305139780045
0,0,0,64,0.05802910029888153
0,0,0,65,0.05622280389070511
0,0,0,66,0.05581676587462425
0,0,0,67,0.05682754144072533
0,0,0,68,0.05925257131457329
0,0,0,69,0.06244203448295593
0,0,0,70,0.06566300243139267
0,0,0,71,0.06852632761001587
0,0,0,72,0.07066509872674942
0,0,0,73,0.07133994251489639
0,0,0,74,0.07070101052522659
0,0,0,75,0.06945398449897766
0,0,0,76,0.06836259365081787
0,0,0,77,0.06819503754377365
0,0,0,78,0.06898736208677292
0,0,0,79,0.07031457126140594
0,0,0,80,0.07206376641988754
0,0,0,81,0.07382684201002121
0,0,0,82,0.07464408874511719
0,0,0,83,0.07387220859527588
0,0,0,84,0.07141324877738953
0,0,0,85,0.06798503547906876
0,0,0,86,0.06469593197107315
0,0,0,87,0.06238280609250069
0,0,0,88,0.06144219636917114
0,0,0,89,0.06167883425951004
0,0,0,90,0.06308761984109879
0,0,0,91,0.06551391631364822
0,0,0,92,0.06826455891132355
0,0,0,93,0.070602647960186
0,0,0,94,0.07226281613111496
0,0,0,95,0.07290767878293991
0,0,0,96,0.07243287563323975
0,0,0,97,0.07162318378686905
0,0,0,98,0.07106710225343704
0,0,0,99,0.07126821577548981
1,0,1,0,0.0010909264674410224
1,0,1,1,0.0017558946274220943
1,0,1,2,0.0026292516849935055
1,0,1,3,0.002966984175145626
1,0,1,4,0.003108331700786948
1,0,1,5,0.003283273195847869
1,0,1,6,0.003408599179238081
1,0,1,7,0.0033574793487787247
1,0,1,8,0.0033989581279456615
1,0,1,9,0.0037735658697783947
1,0,1,10,0.004801969509571791
1,0,1,11,0.006149966269731522
1,0,1,12,0.007274486590176821
1,0,1,13,0.008205372840166092
1,0,1,14,0.008742841891944408
