idx,batch_idx,sample_idx,step,rmse,nmse
0,0,0,0,0.018041597679257393,7.340811134781688e-05
0,0,0,1,0.026953265070915222,0.00016380120359826833
0,0,0,2,0.03453284502029419,0.0002688210515771061
0,0,0,3,0.040885407477617264,0.0003767543821595609
0,0,0,4,0.04638979211449623,0.0004849806718993932
0,0,0,5,0.051314447075128555,0.0005934222717769444
0,0,0,6,0.05584045872092247,0.0007028158288449049
0,0,0,7,0.060086287558078766,0.0008139692945405841
0,0,0,8,0.06414631009101868,0.0009280312224291265
0,0,0,9,0.06810726970434189,0.0010466534877195954
0,0,0,10,0.07204700261354446,0.0011718194000422955
0,0,0,11,0.07602637261152267,0.001305465935729444
0,0,0,12,0.08011827617883682,0.0014503926504403353
0,0,0,13,0.08438455313444138,0.0016095236642286181
0,0,0,14,0.0888570174574852,0.001785085303708911
0,0,0,15,0.09353078156709671,0.001978064887225628
0,0,0,16,0.09838397055864334,0.002188704675063491
0,0,0,17,0.10338624566793442,0.002416699193418026
0,0,0,18,0.10849960148334503,0.002661120379343629
0,0,0,19,0.11366564780473709,0.002919668098911643
0,0,0,20,0.11884278804063797,0.0031904284842312336
0,0,0,21,0.12404603511095047,0.0034743119031190872
0,0,0,22,0.12934014201164246,0.0037753137294203043
0,0,0,23,0.13478301465511322,0.004097669385373592
0,0,0,24,0.1403951793909073,0.0044438461773097515
1,0,1,0,0.01778627373278141,7.128976722015068e-05
1,0,1,1,0.0276663638651371,0.0001724171597743407
1,0,1,2,0.036003477871418,0.00029187792097218335
1,0,1,3,0.043004222214221954,0.0004162812838330865
1,0,1,4,0.04893457144498825,0.0005388457793742418
1,0,1,5,0.05396831035614014,0.0006552322302013636
1,0,1,6,0.05824405327439308,0.000762999290600419
1,0,1,7,0.06193317845463753,0.000862570246681571
1,0,1,8,0.06523303687572479,0.0009568394743837416
1,0,1,9,0.06830158829689026,0.0010489467531442642
1,0,1,10,0.07123266160488129,0.001140945008955896
1,0,1,11,0.07410168647766113,0.0012347912415862083
1,0,1,12,0.07697675377130508,0.0013325851177796721
1,0,1,13,0.07992974668741226,0.0014369224663823843
1,0,1,14,0.08303094655275345,0.001550735323689878
1,0,1,15,0.08634652197360992,0.0016772118397057056
1,0,1,16,0.08990349620580673,0.001818399177864194
1,0,1,17,0.09369692206382751,0.00197524088434875
1,0,1,18,0.09768074005842209,0.002146915066987276
1,0,1,19,0.10179680585861206,0.0023317711893469095
1,0,1,20,0.10599512606859207,0.0025281410198658705
1,0,1,21,0.11026126891374588,0.002735746558755636
1,0,1,22,0.11459150910377502,0.002954748459160328
