idx,batch_idx,sample_idx,step,rmse,nmse
0,0,0,0,0.013615497387945652,6.307165313046426e-05
0,0,0,1,0.015281470492482185,9.107638470595703e-05
0,0,0,2,0.02135622128844261,0.00017469596059527248
0,0,0,3,0.023969529196619987,0.00022674963111057878
0,0,0,4,0.027808360755443573,0.0003023026802111417
0,0,0,5,0.030238665640354156,0.000358758115908131
0,0,0,6,0.033138226717710495,0.00042815282358787954
0,0,0,7,0.0353461392223835,0.0004872781573794782
0,0,0,8,0.037708789110183716,0.0005532950744964182
0,0,0,9,0.039714984595775604,0.0006143550272099674
0,0,0,10,0.0417938306927681,0.0006810032646171749
0,0,0,11,0.04371556639671326,0.00074840581510216
0,0,0,12,0.045730963349342346,0.0008236545836552978
0,0,0,13,0.04774567857384682,0.0009045503102242947
0,0,0,14,0.04984454810619354,0.0009937098948284984
0,0,0,15,0.051973819732666016,0.0010884841904044151
0,0,0,16,0.054174646735191345,0.0011895877541974187
0,0,0,17,0.05636700615286827,0.0012953401310369372
0,0,0,18,0.058565396815538406,0.0014057735679671168
0,0,0,19,0.06074894219636917,0.001519156969152391
0,0,0,20,0.06293562054634094,0.0016348441131412983
0,0,0,21,0.06513921171426773,0.0017537906533107162
0,0,0,22,0.06739910691976547,0.0018793775234371424
0,0,0,23,0.06973140686750412,0.002013634657487273
0,0,0,24,0.07203833013772964,0.0021557449363172054
0,0,0,25,0.07426764070987701,0.002303736051544547
0,0,0,26,0.07649458944797516,0.0024577323347330093
0,0,0,27,0.07878179848194122,0.002619465347379446
0,0,0,28,0.08108048886060715,0.0027908000629395247
0,0,0,29,0.08344011753797531,0.0029730272945016623
0,0,0,30,0.08581706881523132,0.003167571732774377
0,0,0,31,0.0882427990436554,0.0033773297909647226
0,0,0,32,0.09080319106578827,0.003605849575251341
0,0,0,33,0.09351114183664322,0.0038560235407203436
0,0,0,34,0.09629705548286438,0.004127245396375656
0,0,0,35,0.09905299544334412,0.004415192641317844
0,0,0,36,0.10177109390497208,0.004713829141110182
0,0,0,37,0.10448511689901352,0.0050173052586615086
0,0,0,38,0.10718755424022675,0.005321105010807514
0,0,0,39,0.10990026593208313,0.005621624179184437
0,0,0,40,0.11263831704854965,0.005915501154959202
0,0,0,41,0.11542049795389175,0.006200447678565979
0,0,0,42,0.11816469579935074,0.006475990638136864
0,0,0,43,0.12081435322761536,0.006742521654814482
0,0,0,44,0.12338655441999435,0.0070002698339521885
0,0,0,45,0.12583468854427338,0.007249026093631983
0,0,0,46,0.12811845541000366,0.007489038165658712
0,0,0,47,0.1302890181541443,0.007722828537225723
0,0,0,48,0.13238801062107086,0.007955680601298809
0,0,0,49,0.13441862165927887,0.008194870315492153
0,0,0,50,0.13642191886901855,0.008447840809822083
0,0,0,51,0.13850027322769165,0.008720016106963158
0,0,0,52,0.14065136015415192,0.009014575742185116
0,0,0,53,0.14283782243728638,0.009333248250186443
0,0,0,54,0.14511483907699585,0.009677446447312832
0,0,0,55,0.14747530221939087,0.010050429031252861
0,0,0,56,0.15001726150512695,0.010456379503011703
0,0,0,57,0.15272530913352966,0.010899190790951252
0,0,0,58,0.15567666292190552,0.011375544592738152
0,0,0,59,0.15886476635932922,0.01186900120228529
0,0,0,60,0.16212528944015503,0.01234774012118578
0,0,0,61,0.16535450518131256,0.012776472605764866
0,0,0,62,0.16842566430568695,0.013139868155121803
0,0,0,63,0.17141158878803253,0.01345518883317709
0,0,0,64,0.1743779480457306,0.013760930858552456
0,0,0,65,0.17746984958648682,0.014092404395341873
0,0,0,66,0.18076030910015106,0.014469421468675137
0,0,0,67,0.184065043926239,0.014894749969244003
0,0,0,68,0.18736034631729126,0.01535673625767231
0,0,0,69,0.19065158069133759,0.015835022553801537
0,0,0,70,0.19377757608890533,0.016310814768075943
0,0,0,71,0.19672606885433197,0.016775013878941536
0,0,0,72,0.1995244175195694,0.0172291062772274
0,0,0,73,0.2022295594215393,0.017683591693639755
0,0,0,74,0.20500728487968445,0.018156850710511208
0,0,0,75,0.20788486301898956,0.018675362691283226
0,0,0,76,0.21102707087993622,0.019268842414021492
0,0,0,77,0.21449464559555054,0.019964493811130524
0,0,0,78,0.21835629642009735,0.020782919600605965
0,0,0,79,0.22265154123306274,0.02173294685781002
0,0,0,80,0.22733068466186523,0.022805213928222656
0,0,0,81,0.2324119657278061,0.023976434022188187
0,0,0,82,0.2379436492919922,0.025212794542312622
0,0,0,83,0.24370558559894562,0.0264743659645319
0,0,0,84,0.24948804080486298,0.02771882712841034
0,0,0,85,0.2550271153450012,0.02890479750931263
0,0,0,86,0.260121613740921,0.02999868430197239
0,0,0,87,0.26478666067123413,0.030984127894043922
0,0,0,88,0.2690134644508362,0.031868431717157364
0,0,0,89,0.2730902135372162,0.03268114849925041
0,0,0,90,0.2770860195159912,0.03346262499690056
0,0,0,91,0.2811487913131714,0.03425116091966629
0,0,0,92,0.28541865944862366,0.03507418558001518
0,0,0,93,0.2897711396217346,0.035945065319538116
0,0,0,94,0.294116735458374,0.03686525672674179
0,0,0,95,0.2982041537761688,0.037826910614967346
0,0,0,96,0.30201977491378784,0.03881897032260895
0,0,0,97,0.30567076802253723,0.039826638996601105
0,0,0,98,0.30911532044410706,0.040833067148923874
0,0,0,99,0.31244903802871704,0.041819632053375244
1,0,1,0,0.014562960714101791,7.654389628442004e-05
1,0,1,1,0.017512541264295578,0.00012094408157281578
1,0,1,2,0.02418951876461506,0.00022478813480120152
1,0,1,3,0.027170736342668533,0.00028952345019206405
1,0,1,4,0.03118884190917015,0.0003780586121138185
1,0,1,5,0.03360695019364357,0.00044251701910980046
1,0,1,6,0.03648308292031288,0.0005210214876569808
1,0,1,7,0.03864683583378792,0.0005885289865545928
1,0,1,8,0.04106147587299347,0.0006661624065600336
1,0,1,9,0.04314720630645752,0.0007403054041787982
1,0,1,10,0.04533990100026131,0.0008220187155529857
1,0,1,11,0.047369927167892456,0.0009041024604812264
1,0,1,12,0.04946937784552574,0.0009933400433510542
1,0,1,13,0.05153735354542732,0.001087050186470151
1,0,1,14,0.05371908098459244,0.0011896512005478144
1,0,1,15,0.055968496948480606,0.0013001787010580301
1,0,1,16,0.05835166200995445,0.0014201413141563535
1,0,1,17,0.06076149642467499,0.001546779996715486
1,0,1,18,0.06312915682792664,0.0016773672541603446
1,0,1,19,0.06539053469896317,0.001806632149964571
1,0,1,20,0.06756693869829178,0.0019303037552163005
1,0,1,21,0.06958156824111938,0.002044231863692403
1,0,1,22,0.0713917687535286,0.0021458319388329983
1,0,1,23,0.07304397970438004,0.002233293140307069
1,0,1,24,0.07455111294984818,0.002307426417246461
1,0,1,25,0.07591578364372253,0.002371168462559581
1,0,1,26,0.07717151194810867,0.0024303640238940716
1,0,1,27,0.07828468829393387,0.0024923887103796005
1,0,1,28,0.07938819378614426,0.0025643398985266685
1,0,1,29,0.08064578473567963,0.0026511158794164658
1,0,1,30,0.08210362493991852,0.002755839843302965
1,0,1,31,0.08378104865550995,0.0028797753620892763
1,0,1,32,0.08569524437189102,0.0030233131255954504
1,0,1,33,0.08777588605880737,0.0031860866583883762
1,0,1,34,0.0900253877043724,0.0033676414750516415
1,0,1,35,0.09244365245103836,0.0035674721002578735
1,0,1,36,0.09506940841674805,0.003786156652495265
1,0,1,37,0.09787624329328537,0.004025567788630724
1,0,1,38,0.10081802308559418,0.004289108328521252
1,0,1,39,0.10392502695322037,0.004580596461892128
1,0,1,40,0.10726849734783173,0.004904399160295725
1,0,1,41,0.11084846407175064,0.005264940671622753
1,0,1,42,0.11465634405612946,0.005666463170200586
1,0,1,43,0.11860349774360657,0.006112451199442148
1,0,1,44,0.12270079553127289,0.006606908515095711
1,0,1,45,0.12705564498901367,0.007154093123972416
1,0,1,46,0.1316872090101242,0.007759522181004286
1,0,1,47,0.13654562830924988,0.008428497239947319
1,0,1,48,0.14161480963230133,0.00916478130966425
1,0,1,49,0.14697673916816711,0.009969471953809261
1,0,1,50,0.1525907665491104,0.010839100927114487
1,0,1,51,0.1583806723356247,0.011763796210289001
1,0,1,52,0.16443215310573578,0.01272804755717516
1,0,1,53,0.17054994404315948,0.01371269766241312
1,0,1,54,0.17664402723312378,0.014696639962494373
1,0,1,55,0.18273332715034485,0.015660973265767097
1,0,1,56,0.1886138916015625,0.016588563099503517
1,0,1,57,0.19419841468334198,0.01747160218656063
1,0,1,58,0.1994514912366867,0.01830754615366459
1,0,1,59,0.20422714948654175,0.019095517694950104
1,0,1,60,0.2085353583097458,0.019833769649267197
1,0,1,61,0.21231161057949066,0.020513169467449188
1,0,1,62,0.2155788391828537,0.02111649326980114
1,0,1,63,0.21822746098041534,0.021622328087687492
1,0,1,64,0.22020891308784485,0.02200780250132084
1,0,1,65,0.22172462940216064,0.022259004414081573
1,0,1,66,0.22267352044582367,0.02237793803215027
1,0,1,67,0.2232303023338318,0.022388778626918793
1,0,1,68,0.22350215911865234,0.02233707718551159
1,0,1,69,0.22376367449760437,0.022282036021351814
1,0,1,70,0.22434449195861816,0.022284531965851784
1,0,1,71,0.22536785900592804,0.02239627204835415
1,0,1,72,0.22694174945354462,0.02265353687107563
1,0,1,73,0.2293238341808319,0.023072481155395508
1,0,1,74,0.23237040638923645,0.0236526932567358
1,0,1,75,0.23613625764846802,0.024381667375564575
1,0,1,76,0.2404376119375229,0.025241227820515633
1,0,1,77,0.2451288402080536,0.02621183730661869
1,0,1,78,0.2500694692134857,0.027274861931800842
1,0,1,79,0.25514164566993713,0.02841966599225998
1,0,1,80,0.26042747497558594,0.029645655304193497
1,0,1,81,0.26594746112823486,0.03095931001007557
1,0,1,82,0.2715517282485962,0.032364167273044586
1,0,1,83,0.27720922231674194,0.03384910151362419
1,0,1,84,0.28293704986572266,0.03538694605231285
1,0,1,85,0.28859764337539673,0.036939289420843124
1,0,1,86,0.2941736876964569,0.03847002238035202
1,0,1,87,0.29936790466308594,0.03995369374752045
1,0,1,88,0.30418309569358826,0.04137793183326721
1,0,1,89,0.3085697591304779,0.042739711701869965
1,0,1,90,0.312502920627594,0.04403895139694214
1,0,1,91,0.315993994474411,0.04527242109179497
1,0,1,92,0.3190653324127197,0.04642592370510101
1,0,1,93,0.32171815633773804,0.047473322600126266
1,0,1,94,0.32388150691986084,0.04838314279913902
1,0,1,95,0.3255648910999298,0.04912576451897621
1,0,1,96,0.3267326354980469,0.04968346282839775
1,0,1,97,0.32740867137908936,0.05005491152405739
1,0,1,98,0.32761842012405396,0.05025576427578926
1,0,1,99,0.32744625210762024,0.05031866207718849
2,0,2,0,0.013934602029621601,6.547183875227347e-05
2,0,2,1,0.01651899144053459,0.00010341851157136261
2,0,2,2,0.02323792688548565,0.000202294992050156
2,0,2,3,0.02653409354388714,0.00027020045672543347
2,0,2,4,0.030751189216971397,0.0003628646081779152
2,0,2,5,0.03346139192581177,0.0004338996659498662
2,0,2,6,0.036456797271966934,0.0005174329271540046
2,0,2,7,0.03870995342731476,0.0005891849286854267
2,0,2,8,0.041094858199357986,0.00066917430376634
2,0,2,9,0.043149106204509735,0.0007445098599418998
2,0,2,10,0.045322880148887634,0.000826889299787581
2,0,2,11,0.047372449189424515,0.0009091850952245295
2,0,2,12,0.04950955882668495,0.0009975744178518653
2,0,2,13,0.05158652737736702,0.0010883314535021782
2,0,2,14,0.05370267853140831,0.0011851994786411524
2,0,2,15,0.055817052721977234,0.0012863822048529983
2,0,2,16,0.05800183489918709,0.0013939986238256097
2,0,2,17,0.0602576807141304,0.001507303793914616
2,0,2,18,0.06255780905485153,0.0016281080897897482
2,0,2,19,0.06490283459424973,0.001757655292749405
2,0,2,20,0.06733112782239914,0.0018989254022017121
2,0,2,21,0.0698758214712143,0.002054543001577258
2,0,2,22,0.07253679633140564,0.002226604148745537
2,0,2,23,0.0753122940659523,0.0024142598267644644
2,0,2,24,0.07814633101224899,0.002613960998132825
2,0,2,25,0.08097194135189056,0.002820213558152318
2,0,2,26,0.0837375745177269,0.003029454965144396
2,0,2,27,0.0864405557513237,0.0032417497131973505
2,0,2,28,0.08911272138357162,0.0034604098182171583
2,0,2,29,0.09174490720033646,0.0036890003830194473
2,0,2,30,0.0943748876452446,0.003928412217646837
2,0,2,31,0.09694787114858627,0.004176846705377102
2,0,2,32,0.09948967397212982,0.004432089161127806
2,0,2,33,0.1020004078745842,0.004692874848842621
2,0,2,34,0.1045217365026474,0.004959870595484972
2,0,2,35,0.10705985128879547,0.005235319957137108
2,0,2,36,0.10965093970298767,0.005520111881196499
2,0,2,37,0.11222895234823227,0.005811923183500767
2,0,2,38,0.11476409435272217,0.006106292363256216
2,0,2,39,0.11721023172140121,0.0063996221870183945
2,0,2,40,0.11955174058675766,0.00669253570958972
2,0,2,41,0.1218220666050911,0.0069890269078314304
2,0,2,42,0.12408231198787689,0.007295281160622835
2,0,2,43,0.12646037340164185,0.007615962997078896
2,0,2,44,0.12896205484867096,0.0079542500898242
2,0,2,45,0.13149680197238922,0.008311065845191479
2,0,2,46,0.13398867845535278,0.008684014901518822
2,0,2,47,0.13638123869895935,0.00906627532094717
2,0,2,48,0.13873478770256042,0.009448157623410225
2,0,2,49,0.14104042947292328,0.009820261038839817
2,0,2,50,0.14328604936599731,0.010176433250308037
2,0,2,51,0.14557784795761108,0.010515013709664345
2,0,2,52,0.1478389948606491,0.010837230831384659
2,0,2,53,0.15008240938186646,0.011146911419928074
2,0,2,54,0.15241140127182007,0.011449718847870827
